Ticker,Company Type,Error,QOQ Revenue Growth (%),QOQ Revenue Ascending,YOY Revenue Growth (%),YOY Revenue Ascending,QOQ Profit before tax Growth (%),QOQ Profit before tax Ascending,YOY Profit before tax Growth (%),YOY Profit before tax Ascending,QOQ Net Profit Growth (%),QOQ Net Profit Ascending,YOY Net Profit Growth (%),YOY Net Profit Ascending,QOQ EPS in Rs Growth (%),QOQ EPS in Rs Ascending,YOY EPS in Rs Growth (%),YOY EPS in Rs Ascending
NEWGEN,Non-Finance,None,11.0,PASS,23.63,PASS,33.1,PASS,36.16,PASS,31.44,PASS,33.69,PASS,31.67,PASS,33.0,PASS
BBTC,Non-Finance,None,1.58,FAIL,4.94,PASS,6.8,FAIL,410.13,PASS,8.05,FAIL,-199.34,PASS,12.96,FAIL,-38.4,PASS
EIEL,Non-Finance,None,18.84,PASS,83.29,PASS,30.48,FAIL,79.52,PASS,33.08,PASS,74.94,PASS,-23.22,FAIL,-73.97,FAIL
AARTIIND,Non-Finance,None,2.24,FAIL,5.19,FAIL,20.37,FAIL,-28.82,FAIL,11.7,FAIL,-22.05,FAIL,11.77,FAIL,-22.07,FAIL
ASTRAL,Non-Finance,None,7.1,FAIL,6.38,PASS,16.0,FAIL,6.26,FAIL,17.34,FAIL,5.37,FAIL,17.38,FAIL,7.75,FAIL
MRPL,Non-Finance,None,2.49,FAIL,-6.17,FAIL,-399.26,FAIL,-34.04,FAIL,-393.02,FAIL,-31.48,FAIL,-390.65,FAIL,-31.5,FAIL
KESORAMIND,Non-Finance,None,0.44,FAIL,-43.99,FAIL,-2782.6,FAIL,-1083.58,PASS,-2814.4,FAIL,-725.64,FAIL,-2802.93,FAIL,-725.72,FAIL
BDL,Non-Finance,None,53.46,FAIL,-1.29,FAIL,442.73,FAIL,31.67,FAIL,526.36,FAIL,33.24,FAIL,497.53,FAIL,33.11,FAIL
NESCO,Non-Finance,None,2.82,FAIL,16.07,PASS,-1.44,FAIL,15.89,PASS,-0.88,FAIL,14.02,PASS,-0.9,FAIL,14.12,PASS
RALLIS,Non-Finance,None,-11.53,FAIL,7.53,PASS,-63.58,FAIL,0.65,FAIL,-65.09,FAIL,-1.96,FAIL,-65.8,FAIL,-2.24,FAIL
MRF,Non-Finance,None,-0.53,FAIL,10.62,PASS,1.93,FAIL,74.71,FAIL,3.97,FAIL,80.21,FAIL,3.93,FAIL,80.24,FAIL
TIPSMUSIC,Non-Finance,None,1.92,FAIL,28.96,PASS,-9.33,FAIL,45.87,PASS,-9.6,FAIL,48.22,PASS,-9.53,FAIL,48.86,PASS
WELENT,Non-Finance,None,4.88,FAIL,14.46,PASS,4.02,FAIL,-16.76,FAIL,5.64,FAIL,-22.54,FAIL,4.7,FAIL,-23.24,FAIL
KAYNES,Non-Finance,None,25.97,PASS,55.55,PASS,34.47,FAIL,72.24,PASS,34.47,PASS,76.37,PASS,34.56,PASS,67.52,PASS
PDSL,Non-Finance,None,11.16,FAIL,9.66,FAIL,68.6,FAIL,-9.75,FAIL,74.58,FAIL,-9.6,FAIL,78.26,FAIL,-22.22,FAIL
MOTHERSON,Non-Finance,None,0.84,FAIL,19.07,PASS,-4.93,FAIL,52.31,PASS,-11.28,FAIL,64.49,PASS,-14.06,FAIL,65.41,PASS
BBL,Non-Finance,None,18.65,PASS,16.81,PASS,40.02,FAIL,29.82,PASS,38.97,FAIL,30.06,PASS,39.53,FAIL,29.79,PASS
TMB,Finance,None,1.58,FAIL,13.97,PASS,0.41,FAIL,6.49,PASS,0.64,FAIL,7.27,PASS,0.59,FAIL,7.23,PASS
SPLPETRO,N/A,Quarterly CSV file not found for SPLPETRO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAISALO,Finance,None,1.4,FAIL,28.4,PASS,6.29,FAIL,51.24,PASS,6.71,FAIL,51.08,PASS,6.53,FAIL,51.45,PASS
WESTLIFE,Non-Finance,None,-0.56,FAIL,4.57,PASS,216.76,FAIL,-61.01,FAIL,559.99,FAIL,-60.5,FAIL,660.58,FAIL,-60.21,FAIL
CIEINDIA,Non-Finance,None,-0.11,FAIL,-2.56,FAIL,-1.12,FAIL,-12.5,FAIL,-1.31,FAIL,-14.71,FAIL,-1.24,FAIL,-14.65,FAIL
TRITURBINE,Non-Finance,None,5.19,PASS,26.91,PASS,7.07,PASS,38.22,PASS,6.03,PASS,36.42,PASS,5.54,PASS,36.24,PASS
MARKSANS,Non-Finance,None,6.22,PASS,19.02,PASS,-0.1,FAIL,22.16,PASS,1.31,FAIL,20.23,PASS,1.23,FAIL,19.54,PASS
HINDPETRO,Non-Finance,None,-0.82,FAIL,-0.75,FAIL,291.73,FAIL,-180.71,FAIL,545.27,FAIL,-193.69,FAIL,546.79,FAIL,-193.69,FAIL
TEJASNET,Non-Finance,None,15.34,FAIL,214.56,PASS,22.3,FAIL,132.72,PASS,24.71,FAIL,167.26,PASS,23.42,FAIL,157.67,PASS
ATUL,Non-Finance,None,3.19,PASS,2.6,FAIL,7.11,FAIL,9.49,FAIL,6.56,FAIL,8.96,FAIL,6.04,FAIL,6.4,FAIL
SCHAEFFLER,Non-Finance,None,1.05,PASS,8.6,PASS,1.05,FAIL,4.36,PASS,1.03,FAIL,3.93,PASS,0.92,FAIL,3.91,PASS
GRINFRA,Non-Finance,None,8.18,FAIL,-11.47,FAIL,31.91,PASS,-17.05,FAIL,37.72,PASS,-16.15,FAIL,37.99,PASS,-16.2,FAIL
NYKAA,Non-Finance,None,10.99,PASS,21.23,PASS,39.91,FAIL,68.33,PASS,49.47,FAIL,72.74,PASS,69.44,PASS,60.39,PASS
GSFC,Non-Finance,None,-1.03,FAIL,-7.67,FAIL,46.29,FAIL,-23.49,FAIL,47.08,FAIL,-25.33,FAIL,46.68,FAIL,-25.35,FAIL
ABFRL,Non-Finance,None,-18.4,FAIL,-17.37,FAIL,-49.07,FAIL,438.66,FAIL,-41.11,PASS,554.71,FAIL,-44.6,FAIL,739.35,FAIL
SHARDACROP,Non-Finance,None,38.47,FAIL,7.39,FAIL,168.3,PASS,170.85,FAIL,195.81,FAIL,379.68,FAIL,194.32,FAIL,382.56,FAIL
BRIGADE,Non-Finance,None,11.91,FAIL,22.88,PASS,44.56,PASS,78.7,PASS,50.9,PASS,75.1,PASS,45.85,PASS,49.16,PASS
DYNAMATECH,Non-Finance,None,-4.96,FAIL,3.07,FAIL,-30.9,FAIL,58.2,FAIL,-48.36,FAIL,76.29,FAIL,-48.36,FAIL,76.84,FAIL
GPIL,Non-Finance,None,3.32,FAIL,-3.24,FAIL,-0.65,FAIL,1.46,FAIL,-0.1,FAIL,2.45,FAIL,0.13,FAIL,5.18,FAIL
NESTLEIND,Non-Finance,None,4.94,FAIL,N/A,N/A,8.5,FAIL,N/A,N/A,7.92,FAIL,N/A,N/A,7.99,FAIL,N/A,N/A
DALBHARAT,Non-Finance,None,5.64,FAIL,1.78,FAIL,137.99,FAIL,-21.32,FAIL,177.88,FAIL,-19.5,FAIL,192.92,FAIL,-18.78,FAIL
JUBLFOOD,Non-Finance,None,2.98,FAIL,26.81,PASS,-2.94,FAIL,-20.1,FAIL,-2.12,FAIL,-16.22,FAIL,-2.19,FAIL,-17.09,FAIL
CROMPTON,Non-Finance,None,-0.5,FAIL,6.99,PASS,8.51,FAIL,12.78,FAIL,8.43,FAIL,10.23,FAIL,8.05,FAIL,10.14,FAIL
CGCL,Non-Finance,None,10.16,PASS,49.15,PASS,33.63,PASS,54.76,PASS,32.88,PASS,53.89,PASS,32.78,PASS,53.89,PASS
ATGL,Non-Finance,None,5.42,PASS,6.97,PASS,-3.18,FAIL,9.95,FAIL,-2.12,FAIL,10.12,FAIL,-2.01,FAIL,10.08,FAIL
MAHLIFE,Non-Finance,None,599.05,FAIL,5.2,FAIL,-823.65,FAIL,-9.71,FAIL,-212.3,FAIL,-21.3,FAIL,-210.3,FAIL,-20.55,FAIL
POWERMECH,Non-Finance,None,23.52,PASS,20.62,PASS,28.05,PASS,32.48,PASS,28.87,PASS,30.06,PASS,25.56,PASS,21.71,PASS
JUBLINGREA,Non-Finance,None,0.88,FAIL,-6.17,FAIL,15.82,PASS,-5.16,FAIL,14.87,PASS,-1.71,FAIL,15.13,PASS,-1.59,FAIL
PGEL,Non-Finance,None,30.79,FAIL,52.24,PASS,81.01,FAIL,93.49,PASS,98.55,FAIL,94.33,PASS,92.89,FAIL,74.16,PASS
AVL,Non-Finance,None,-8.91,FAIL,30.75,PASS,-2.2,FAIL,29.03,PASS,-3.56,FAIL,28.34,PASS,-4.36,FAIL,24.6,PASS
INDIAMART,Non-Finance,None,2.38,PASS,18.74,PASS,14.72,FAIL,38.94,PASS,19.21,FAIL,41.29,PASS,19.06,FAIL,42.4,PASS
GRANULES,Non-Finance,None,-0.01,FAIL,-0.58,FAIL,-2.3,FAIL,-1.87,FAIL,-0.88,FAIL,-1.7,FAIL,-1.0,FAIL,-1.7,FAIL
FSL,Non-Finance,None,6.49,PASS,15.58,PASS,6.81,PASS,10.03,PASS,6.26,PASS,7.77,PASS,5.97,PASS,7.39,FAIL
JKCEMENT,Non-Finance,None,9.28,FAIL,10.84,PASS,42.84,FAIL,46.37,PASS,34.41,FAIL,50.14,PASS,36.23,FAIL,47.8,PASS
DELHIVERY,Non-Finance,None,0.53,FAIL,11.2,PASS,94.55,FAIL,-120.59,PASS,86.84,FAIL,-120.18,PASS,82.36,FAIL,-119.88,PASS
ABSLAMC,Non-Finance,None,3.64,FAIL,12.14,PASS,0.35,FAIL,25.23,PASS,-1.04,FAIL,25.12,PASS,-1.0,FAIL,24.95,PASS
ENDURANCE,Non-Finance,None,1.62,FAIL,14.61,PASS,6.41,FAIL,32.34,PASS,7.77,FAIL,32.3,PASS,7.8,FAIL,32.41,PASS
AVANTIFEED,Non-Finance,None,2.69,FAIL,4.09,PASS,7.6,FAIL,25.92,PASS,8.78,FAIL,28.12,PASS,10.25,FAIL,31.44,PASS
PSB,Finance,None,6.02,PASS,19.86,PASS,28.05,PASS,0.32,FAIL,20.12,PASS,8.04,FAIL,18.13,PASS,3.93,FAIL
JWL,Non-Finance,None,6.07,PASS,42.48,PASS,2.03,FAIL,66.61,PASS,3.97,FAIL,94.18,PASS,3.09,FAIL,84.82,PASS
MAXESTATES,Non-Finance,None,0.0,PASS,29.48,FAIL,-720.56,PASS,-282.49,FAIL,-587.5,FAIL,-276.41,FAIL,284.05,FAIL,-inf,FAIL
M&M,Non-Finance,None,4.66,PASS,14.58,PASS,0.29,FAIL,16.53,PASS,0.12,FAIL,11.29,PASS,0.17,FAIL,12.17,PASS
AUROPHARMA,Non-Finance,None,1.73,FAIL,11.65,PASS,-0.59,FAIL,40.48,PASS,-2.08,FAIL,37.22,PASS,-2.14,FAIL,37.32,PASS
JKTYRE,Non-Finance,None,1.09,FAIL,0.19,FAIL,-3.73,FAIL,76.76,FAIL,-3.71,FAIL,84.81,FAIL,-4.26,FAIL,71.42,FAIL
ARE&M,Non-Finance,None,4.16,FAIL,10.54,PASS,10.69,FAIL,17.49,PASS,9.77,FAIL,18.11,PASS,9.89,FAIL,13.84,PASS
ASHOKA,Non-Finance,None,3.24,FAIL,11.7,PASS,50.47,FAIL,63.35,PASS,67.99,FAIL,155.02,PASS,71.0,FAIL,154.38,PASS
DOMS,Non-Finance,None,4.64,PASS,25.64,PASS,-1.82,FAIL,44.03,PASS,-1.85,FAIL,44.54,PASS,-2.22,FAIL,-33.44,FAIL
BALUFORGE,Non-Finance,None,15.9,PASS,68.13,PASS,22.67,PASS,123.17,PASS,23.62,PASS,129.02,PASS,20.31,PASS,99.78,PASS
UJJIVANSFB,Finance,None,-0.07,FAIL,24.11,PASS,-36.26,FAIL,-14.32,FAIL,-33.22,FAIL,-13.44,FAIL,-33.21,FAIL,-13.25,FAIL
PFC,Finance,None,5.82,PASS,17.0,PASS,5.88,PASS,20.89,PASS,5.24,PASS,20.13,PASS,4.64,FAIL,20.36,PASS
BAJAJHLDNG,Non-Finance,None,-11.86,FAIL,114.47,PASS,-10.05,FAIL,26.07,PASS,-10.38,FAIL,25.99,PASS,-9.93,FAIL,26.59,PASS
NTPCGREEN,Non-Finance,None,7.53,FAIL,N/A,N/A,72.28,FAIL,N/A,N/A,92.36,FAIL,N/A,N/A,81.9,FAIL,N/A,N/A
LINDEINDIA,Non-Finance,None,-3.21,FAIL,-10.98,FAIL,2.14,FAIL,-0.13,FAIL,1.38,FAIL,-7.25,FAIL,1.56,FAIL,-7.27,FAIL
TEGA,Non-Finance,None,16.91,PASS,16.38,PASS,118.52,FAIL,4.76,PASS,226.41,FAIL,4.26,PASS,218.48,FAIL,4.16,PASS
WOCKPHARMA,Non-Finance,None,1.39,FAIL,5.83,PASS,-126.67,FAIL,-45.63,PASS,-105.32,PASS,-41.98,PASS,-64.91,FAIL,-40.4,PASS
LLOYDSENGG,Non-Finance,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CUMMINSIND,Non-Finance,None,10.53,FAIL,14.78,PASS,2.68,FAIL,27.78,PASS,2.38,FAIL,28.44,PASS,2.43,FAIL,28.43,PASS
INDIANB,Finance,None,1.79,PASS,17.59,PASS,9.18,PASS,59.94,PASS,5.1,PASS,42.42,PASS,5.12,PASS,36.74,PASS
RUSTOMJEE,Non-Finance,None,13.15,FAIL,107.05,FAIL,60.77,FAIL,55.9,PASS,74.21,FAIL,54.06,PASS,135.91,FAIL,37.64,PASS
PVRINOX,Non-Finance,None,4.95,FAIL,28.73,FAIL,-321.86,FAIL,335.53,FAIL,-313.51,FAIL,330.67,FAIL,-315.41,FAIL,341.42,FAIL
PHOENIXLTD,Non-Finance,None,3.99,PASS,23.93,FAIL,2.69,FAIL,-2.3,FAIL,4.06,FAIL,-5.88,FAIL,5.6,FAIL,-14.09,FAIL
GRASIM,Non-Finance,None,9.88,FAIL,12.36,PASS,18.85,FAIL,-13.98,FAIL,25.86,FAIL,-16.13,FAIL,39.71,FAIL,-25.55,FAIL
SAFARI,Non-Finance,None,-2.15,FAIL,21.11,PASS,-2.36,FAIL,10.13,FAIL,-1.97,FAIL,11.02,FAIL,-2.57,FAIL,8.82,FAIL
LXCHEM,Non-Finance,None,-0.11,FAIL,3.42,PASS,-28.33,FAIL,-3.5,FAIL,-12.74,FAIL,-4.49,FAIL,-13.1,FAIL,-6.6,FAIL
TCI,Non-Finance,None,4.13,PASS,9.0,PASS,7.68,FAIL,12.45,PASS,8.13,FAIL,13.9,PASS,8.26,FAIL,13.79,PASS
KRBL,Non-Finance,None,8.03,FAIL,2.13,PASS,22.22,PASS,-17.5,FAIL,21.1,PASS,-17.56,FAIL,21.38,PASS,-16.34,FAIL
TECHNOE,Non-Finance,None,15.68,FAIL,53.46,PASS,20.23,FAIL,36.01,PASS,7.9,FAIL,39.94,PASS,5.72,FAIL,37.35,PASS
HAPPSTMNDS,Non-Finance,None,5.62,PASS,20.27,PASS,-8.69,FAIL,-7.91,FAIL,-11.32,FAIL,-9.02,FAIL,-11.32,FAIL,-10.97,FAIL
GSPL,Non-Finance,None,-2.64,FAIL,-2.05,FAIL,-11.2,FAIL,-14.98,FAIL,-11.82,FAIL,-15.9,FAIL,-15.94,FAIL,-15.97,FAIL
SARDAEN,Non-Finance,None,10.97,FAIL,5.93,FAIL,-13.03,FAIL,10.14,FAIL,-16.32,FAIL,10.36,FAIL,-15.29,FAIL,10.33,FAIL
JUSTDIAL,Non-Finance,None,3.03,PASS,27.02,PASS,13.27,FAIL,137.46,PASS,13.54,FAIL,126.14,PASS,13.34,FAIL,124.5,PASS
SANOFI,Non-Finance,None,0.67,FAIL,N/A,N/A,-9.3,FAIL,N/A,N/A,-11.41,FAIL,N/A,N/A,-11.24,FAIL,N/A,N/A
DIVISLAB,Non-Finance,None,7.01,FAIL,10.16,PASS,13.03,PASS,13.06,FAIL,15.5,PASS,12.33,FAIL,15.5,PASS,12.33,FAIL
IIFL,Finance,None,-0.18,FAIL,10.76,FAIL,-32.77,FAIL,-25.39,FAIL,-36.53,FAIL,-23.98,FAIL,42.93,FAIL,-30.67,FAIL
JSWHL,Non-Finance,None,139.3,FAIL,-6.76,FAIL,158.26,FAIL,-6.54,FAIL,32.9,FAIL,-6.31,FAIL,32.37,FAIL,-6.02,FAIL
JSL,Non-Finance,None,2.65,PASS,4.99,PASS,-5.75,FAIL,11.22,FAIL,-2.71,FAIL,11.03,FAIL,-2.8,FAIL,10.3,FAIL
PRUDENT,Non-Finance,None,4.6,FAIL,33.77,PASS,5.84,FAIL,29.67,PASS,6.27,FAIL,29.91,PASS,5.85,FAIL,29.96,PASS
KIRLOSBROS,Non-Finance,None,7.63,PASS,9.77,PASS,22.74,PASS,33.74,PASS,28.52,PASS,34.01,PASS,28.82,PASS,33.72,PASS
RENUKA,Non-Finance,None,-3.72,FAIL,10.97,FAIL,84.96,FAIL,67.62,FAIL,185.07,FAIL,83.06,FAIL,209.34,FAIL,82.5,FAIL
GAEL,Non-Finance,None,5.26,PASS,-3.0,FAIL,-17.43,FAIL,-11.15,FAIL,-20.81,FAIL,-11.59,FAIL,-20.47,FAIL,-11.56,FAIL
GUJGASLTD,Non-Finance,None,-2.14,FAIL,-0.65,FAIL,-1.49,FAIL,-11.72,FAIL,-1.6,FAIL,-12.39,FAIL,-1.6,FAIL,-12.38,FAIL
ANUP,Non-Finance,None,16.79,FAIL,60.53,PASS,16.06,FAIL,59.52,PASS,11.69,FAIL,56.82,FAIL,10.66,FAIL,55.16,FAIL
ONGC,Non-Finance,None,0.66,FAIL,2.84,FAIL,-0.3,FAIL,23.35,FAIL,-3.25,FAIL,20.67,FAIL,-9.52,FAIL,6.25,FAIL
BBOX,Non-Finance,None,0.56,FAIL,-3.06,FAIL,9.96,FAIL,233.39,PASS,12.63,FAIL,254.53,PASS,12.46,FAIL,257.52,PASS
DEVYANI,Non-Finance,None,-0.12,FAIL,28.92,PASS,-260.78,FAIL,63.33,FAIL,16.59,FAIL,-66.9,FAIL,inf,FAIL,-80.88,FAIL
ZFCVINDIA,Non-Finance,None,2.37,FAIL,5.6,PASS,8.07,PASS,19.7,PASS,8.79,PASS,20.61,PASS,8.58,PASS,20.65,PASS
APOLLOHOSP,Non-Finance,None,3.88,FAIL,12.84,PASS,14.2,FAIL,28.98,PASS,14.5,FAIL,27.53,PASS,14.21,FAIL,27.74,PASS
EMAMILTD,Non-Finance,None,2.63,FAIL,5.75,PASS,8.29,FAIL,15.54,PASS,10.01,FAIL,13.19,PASS,9.52,FAIL,12.9,PASS
ASHOKLEY,Non-Finance,None,11.36,PASS,7.94,PASS,29.71,PASS,46.61,PASS,32.69,PASS,61.93,PASS,31.76,PASS,62.77,PASS
UCOBANK,Finance,None,3.89,PASS,19.26,PASS,6.34,PASS,19.39,FAIL,6.29,PASS,19.59,FAIL,4.97,FAIL,16.11,FAIL
SBFC,Finance,None,6.61,PASS,33.5,PASS,5.99,PASS,51.23,PASS,5.97,PASS,51.78,PASS,6.03,PASS,38.11,PASS
KFINTECH,Non-Finance,None,6.27,FAIL,23.29,PASS,8.44,FAIL,31.87,PASS,8.82,FAIL,30.44,PASS,8.7,FAIL,29.35,PASS
RVNL,Non-Finance,None,17.99,FAIL,-0.53,FAIL,22.39,PASS,-0.09,FAIL,27.98,PASS,-0.63,FAIL,28.2,PASS,-0.65,FAIL
AFCONS,Non-Finance,None,0.9,FAIL,-0.22,FAIL,12.73,FAIL,8.93,PASS,10.54,FAIL,8.86,PASS,8.06,FAIL,-38.29,FAIL
EMIL,Non-Finance,None,-0.88,FAIL,13.11,PASS,-11.31,FAIL,19.16,FAIL,-13.47,FAIL,18.28,FAIL,-12.61,FAIL,18.44,FAIL
SYRMA,Non-Finance,None,-5.54,FAIL,37.04,PASS,48.89,PASS,17.75,FAIL,55.49,PASS,24.6,PASS,51.93,PASS,23.96,FAIL
JYOTHYLAB,Non-Finance,None,-3.47,FAIL,7.08,PASS,-6.43,FAIL,31.14,PASS,-8.95,FAIL,27.01,PASS,-8.71,FAIL,27.18,PASS
OLECTRA,Non-Finance,None,24.6,FAIL,24.03,PASS,52.84,FAIL,43.98,PASS,52.64,FAIL,43.13,PASS,56.85,FAIL,44.15,PASS
MOTILALOFS,Non-Finance,None,-15.77,FAIL,43.58,PASS,-38.46,FAIL,75.26,PASS,-44.59,FAIL,82.07,PASS,-44.81,FAIL,81.07,PASS
SWIGGY,Non-Finance,None,11.03,PASS,35.73,PASS,21.79,FAIL,-5.56,FAIL,21.79,FAIL,-5.56,FAIL,-inf,FAIL,-inf,FAIL
RTNINDIA,Non-Finance,None,23.87,FAIL,34.95,PASS,-498.83,FAIL,-131.97,PASS,-432.0,FAIL,-131.91,FAIL,-434.06,FAIL,-132.71,FAIL
GODFRYPHLP,Non-Finance,None,10.7,FAIL,25.52,PASS,23.3,FAIL,26.19,PASS,8.11,FAIL,24.69,PASS,8.09,FAIL,24.64,PASS
CAMS,Non-Finance,None,2.62,FAIL,21.02,PASS,1.9,FAIL,27.72,PASS,2.23,FAIL,27.82,PASS,2.0,FAIL,27.89,PASS
KAJARIACER,Non-Finance,None,3.2,FAIL,2.86,PASS,-14.55,FAIL,0.18,FAIL,-20.08,FAIL,-2.85,FAIL,-19.75,FAIL,-3.9,FAIL
BEL,Non-Finance,None,30.79,PASS,15.78,PASS,41.21,PASS,34.52,PASS,40.11,PASS,33.52,PASS,40.22,PASS,33.58,PASS
HUDCO,Finance,None,9.26,PASS,21.13,PASS,16.21,FAIL,26.07,PASS,9.73,FAIL,26.21,PASS,9.72,FAIL,26.18,PASS
GODIGIT,Non-Finance,None,7.23,PASS,26.73,PASS,6.44,FAIL,269.54,PASS,6.44,FAIL,269.54,PASS,6.02,FAIL,264.24,PASS
TVSSCS,Non-Finance,None,0.31,FAIL,-0.04,FAIL,8.41,FAIL,-201.47,FAIL,-73.68,FAIL,-207.14,FAIL,-92.22,FAIL,-203.33,FAIL
SBILIFE,Non-Finance,None,-4.86,FAIL,26.12,FAIL,17.06,FAIL,19.31,PASS,17.87,PASS,18.73,PASS,17.85,PASS,18.67,PASS
BAJAJELEC,Non-Finance,None,3.41,FAIL,-0.52,FAIL,65.75,FAIL,-21.68,FAIL,59.69,FAIL,-18.91,FAIL,60.37,FAIL,-18.87,FAIL
J&KBANK,Finance,None,2.4,PASS,15.85,PASS,10.09,PASS,28.39,PASS,12.66,FAIL,33.76,PASS,12.57,FAIL,29.08,PASS
IGL,Non-Finance,None,3.93,PASS,2.84,FAIL,1.46,FAIL,2.83,FAIL,1.85,FAIL,3.65,FAIL,1.88,FAIL,3.81,FAIL
TRIDENT,Non-Finance,None,2.47,FAIL,5.07,PASS,22.91,FAIL,-9.02,FAIL,24.93,FAIL,-7.41,FAIL,25.6,PASS,-6.99,FAIL
ZYDUSLIFE,Non-Finance,None,2.95,FAIL,16.15,PASS,0.42,FAIL,55.83,PASS,-1.72,FAIL,53.77,PASS,-3.03,FAIL,57.63,PASS
MANKIND,Non-Finance,None,2.19,FAIL,18.12,PASS,-3.79,FAIL,24.33,PASS,-3.28,FAIL,25.9,PASS,-3.68,FAIL,25.14,PASS
KTKBANK,Finance,None,-0.29,FAIL,11.78,PASS,-12.42,FAIL,6.77,PASS,-14.13,FAIL,4.08,FAIL,-14.26,FAIL,-5.53,FAIL
MEDANTA,Non-Finance,None,2.8,FAIL,17.15,PASS,0.16,FAIL,21.42,PASS,1.12,FAIL,23.63,PASS,1.09,FAIL,23.54,PASS
RKFORGE,Non-Finance,None,1.85,FAIL,13.89,PASS,12.86,FAIL,25.63,PASS,24.46,FAIL,36.79,PASS,24.44,FAIL,28.78,PASS
HINDZINC,Non-Finance,None,3.79,PASS,1.33,FAIL,6.81,PASS,-0.54,FAIL,8.82,FAIL,3.63,FAIL,8.83,FAIL,3.62,FAIL
APARINDS,Non-Finance,None,9.27,PASS,13.85,PASS,10.22,FAIL,14.68,PASS,9.54,FAIL,14.41,FAIL,9.62,FAIL,11.4,FAIL
HEIDELBERG,Non-Finance,None,-2.15,FAIL,-2.06,FAIL,-46.9,FAIL,14.73,FAIL,-47.59,FAIL,15.8,FAIL,-47.53,FAIL,15.62,FAIL
TRANSRAILL,Non-Finance,None,28.96,PASS,29.77,PASS,32.76,PASS,80.86,PASS,37.14,PASS,78.04,PASS,33.0,PASS,-15.39,FAIL
INFIBEAM,Non-Finance,None,14.73,PASS,36.93,PASS,14.68,FAIL,27.34,PASS,15.03,FAIL,31.39,PASS,13.46,FAIL,25.86,PASS
RELIANCE,Non-Finance,None,4.15,FAIL,4.94,PASS,7.92,PASS,6.05,PASS,9.12,PASS,4.78,PASS,8.66,PASS,2.21,PASS
DRREDDY,Non-Finance,None,3.49,PASS,15.04,PASS,2.18,FAIL,12.86,PASS,4.69,FAIL,13.2,PASS,5.14,FAIL,12.43,PASS
HAVELLS,Non-Finance,None,6.58,FAIL,13.54,PASS,18.64,FAIL,17.27,PASS,18.46,FAIL,17.11,PASS,18.51,FAIL,17.15,PASS
SRF,Non-Finance,None,8.12,FAIL,0.09,FAIL,34.7,FAIL,-19.69,FAIL,36.23,FAIL,-22.28,FAIL,36.2,FAIL,-22.29,FAIL
YESBANK,Finance,None,-0.43,FAIL,16.8,PASS,13.72,PASS,83.2,PASS,13.14,PASS,82.47,PASS,14.54,PASS,73.21,PASS
IREDA,Finance,None,N/A,N/A,62.87,PASS,N/A,N/A,110.24,PASS,N/A,N/A,148.74,PASS,N/A,N/A,20.65,PASS
NIVABUPA,Non-Finance,None,15.2,FAIL,30.32,PASS,438.73,PASS,345.87,PASS,438.73,PASS,345.87,PASS,inf,PASS,inf,PASS
TV18BRDCST,Non-Finance,None,21.39,FAIL,25.32,FAIL,38.52,FAIL,-47.82,FAIL,39.46,FAIL,-52.06,FAIL,88.8,FAIL,27.63,FAIL
AMBER,Non-Finance,None,24.25,FAIL,22.68,FAIL,100.17,FAIL,40.27,FAIL,74.37,FAIL,32.67,FAIL,78.72,FAIL,33.55,FAIL
BANKINDIA,Finance,None,2.74,PASS,22.09,PASS,14.14,PASS,46.18,PASS,11.9,FAIL,58.26,PASS,11.94,FAIL,49.82,PASS
METROPOLIS,Non-Finance,None,3.64,FAIL,7.7,PASS,-8.61,FAIL,1.11,FAIL,-5.6,FAIL,1.79,FAIL,-6.02,FAIL,0.81,FAIL
ASKAUTOLTD,Non-Finance,None,-0.06,FAIL,18.73,PASS,0.7,FAIL,38.73,PASS,1.31,FAIL,42.0,PASS,1.26,FAIL,41.88,PASS
UNIMECH,Non-Finance,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VIJAYA,Non-Finance,None,4.01,FAIL,21.83,PASS,6.06,FAIL,30.43,PASS,4.86,FAIL,30.59,PASS,5.36,FAIL,30.06,PASS
DEEPAKNTR,Non-Finance,None,-3.55,FAIL,1.73,FAIL,-24.69,FAIL,-5.5,FAIL,-24.67,FAIL,-6.23,FAIL,-24.61,FAIL,-6.25,FAIL
RELIGARE,Non-Finance,None,7.09,FAIL,25.64,PASS,-165.3,FAIL,-66.01,FAIL,-126.83,FAIL,-68.16,FAIL,-110.94,FAIL,-69.45,FAIL
BLUEJET,N/A,Quarterly CSV file not found for BLUEJET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TI,Non-Finance,None,9.96,FAIL,11.31,PASS,26.9,FAIL,29.33,FAIL,26.9,FAIL,29.33,FAIL,26.86,FAIL,27.07,FAIL
